task_type,query,GT_topics,GT_keywords,PRED_topics,PRED_keywords,raw_output,parsed_output
topic和keywords,近期国际学术会议中关于危重症患者早期离床的共识或专家建议有哪些？研究类型：Review。发布时间：近3年。影响因子(IF)值:无限制。,,,危重症患者早期离床,"国际学术会议, 共识, 专家建议, Review, 近3年","{""data"": {""result"": ""{\""topics\"":\""危重症患者早期离床\"",\""keywords\"":\""国际学术会议, 共识, 专家建议, Review, 近3年\""}""}, ""raw_openai"": {""id"": ""chatcmpl-95fe895ef6b24a4990f7f197f8246c5d"", ""object"": ""chat.completion"", ""created"": 1781077985, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""危重症患者早期离床\"",\""keywords\"":\""国际学术会议, 共识, 专家建议, Review, 近3年\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 29, ""total_tokens"": 142}}}","{""topics"": ""危重症患者早期离床"", ""keywords"": ""国际学术会议, 共识, 专家建议, Review, 近3年""}"
topic和keywords,什么是股骨头坏死？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a40fbf5725a941619447b5c46c119767"", ""object"": ""chat.completion"", ""created"": 1781077985, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 79, ""completion_tokens"": 6, ""total_tokens"": 85}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,请分享MARIPOSA最新的临床数据,MARIPOSA,临床数据,MARIPOSA,Clinical Data,"{""data"": {""result"": ""{\""topics\"":\""MARIPOSA\"",\""keywords\"":\""Clinical Data\""}""}, ""raw_openai"": {""id"": ""chatcmpl-562349d2f7ab438ba6cdd245056121a5"", ""object"": ""chat.completion"", ""created"": 1781077986, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""MARIPOSA\"",\""keywords\"":\""Clinical Data\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 13, ""total_tokens"": 97}}}","{""topics"": ""MARIPOSA"", ""keywords"": ""Clinical Data""}"
topic和keywords,糖尿病近几年的主流治疗方法,糖尿病,主流；治疗方法,糖尿病,"治疗方法, 近几年, 主流","{""data"": {""result"": ""{\""topics\"":\""糖尿病\"",\""keywords\"":\""治疗方法, 近几年, 主流\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c2455895be6d482aa24d450c9e9684c0"", ""object"": ""chat.completion"", ""created"": 1781077986, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""糖尿病\"",\""keywords\"":\""治疗方法, 近几年, 主流\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 80, ""completion_tokens"": 16, ""total_tokens"": 96}}}","{""topics"": ""糖尿病"", ""keywords"": ""治疗方法, 近几年, 主流""}"
topic和keywords,基因治疗目前的应用,基因治疗,,基因治疗,应用,"{""data"": {""result"": ""{\""topics\"":\""基因治疗\"",\""keywords\"":\""应用\""}""}, ""raw_openai"": {""id"": ""chatcmpl-dee2f0ea27c040a5bfd5664c9b7d37a6"", ""object"": ""chat.completion"", ""created"": 1781077986, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""基因治疗\"",\""keywords\"":\""应用\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 79, ""completion_tokens"": 10, ""total_tokens"": 89}}}","{""topics"": ""基因治疗"", ""keywords"": ""应用""}"
topic和keywords,ANCA相关性血管炎 JAK抑制剂治疗机制或研究进展,,,ANCA相关性血管炎,"JAK抑制剂, 治疗机制, 研究进展","{""data"": {""result"": ""{\""topics\"":\""ANCA相关性血管炎\"",\""keywords\"":\""JAK抑制剂, 治疗机制, 研究进展\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ed9f33989b0348d98a10818bbb466838"", ""object"": ""chat.completion"", ""created"": 1781077987, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""ANCA相关性血管炎\"",\""keywords\"":\""JAK抑制剂, 治疗机制, 研究进展\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 23, ""total_tokens"": 111}}}","{""topics"": ""ANCA相关性血管炎"", ""keywords"": ""JAK抑制剂, 治疗机制, 研究进展""}"
topic和keywords,咳嗽的临床评估与诊断方法有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-929f99c3189e450f872970a242b866c4"", ""object"": ""chat.completion"", ""created"": 1781077987, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 6, ""total_tokens"": 89}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,冠状动脉慢性完全闭塞（CTO）侧支循环评估中Werner分级与Rentrop分级的应用及区别,,,冠状动脉慢性完全闭塞（CTO）,"侧支循环评估, Werner分级, Rentrop分级, 应用, 区别","{""data"": {""result"": ""{\""topics\"":\""冠状动脉慢性完全闭塞（CTO）\"",\""keywords\"":\""侧支循环评估, Werner分级, Rentrop分级, 应用, 区别\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2d8eee4a446844d0952c6f652fb686a5"", ""object"": ""chat.completion"", ""created"": 1781077988, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""冠状动脉慢性完全闭塞（CTO）\"",\""keywords\"":\""侧支循环评估, Werner分级, Rentrop分级, 应用, 区别\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 33, ""total_tokens"": 133}}}","{""topics"": ""冠状动脉慢性完全闭塞（CTO）"", ""keywords"": ""侧支循环评估, Werner分级, Rentrop分级, 应用, 区别""}"
topic和keywords,白血病患者出现的骨髓抑制是否属于免疫抑制期？,,,白血病,"骨髓抑制, 免疫抑制期","{""data"": {""result"": ""{\""topics\"":\""白血病\"",\""keywords\"":\""骨髓抑制, 免疫抑制期\""}""}, ""raw_openai"": {""id"": ""chatcmpl-285f53da669341e689e0662634b9e7a2"", ""object"": ""chat.completion"", ""created"": 1781077988, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""白血病\"",\""keywords\"":\""骨髓抑制, 免疫抑制期\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 15, ""total_tokens"": 101}}}","{""topics"": ""白血病"", ""keywords"": ""骨髓抑制, 免疫抑制期""}"
topic和keywords,胰腺癌患者在接受AG方案化疗后出现咳血及痰中带血的临床原因分析,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a9f24eeb0eb04a51ba4bdda867ad714a"", ""object"": ""chat.completion"", ""created"": 1781077989, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 93, ""completion_tokens"": 6, ""total_tokens"": 99}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,最近五年内 关于 AI驱动的体重管理或代谢管理干预项目在成功、失败或意外发现情景下的后续研究路线图或项目规划的评论,,,AI-driven weight management and metabolic management intervention,"Success, Failure, Unexpected findings, Research roadmap, Project plan, Review, Last 5 years","{""data"": {""result"": ""{\""topics\"":\""AI-driven weight management and metabolic management intervention\"",\""keywords\"":\""Success, Failure, Unexpected findings, Research roadmap, Project plan, Review, Last 5 years\""}""}, ""raw_openai"": {""id"": ""chatcmpl-eb13d0c7087e486cb4333fffdf888e1d"", ""object"": ""chat.completion"", ""created"": 1781077990, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""AI-driven weight management and metabolic management intervention\"",\""keywords\"":\""Success, Failure, Unexpected findings, Research roadmap, Project plan, Review, Last 5 years\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 34, ""total_tokens"": 138}}}","{""topics"": ""AI-driven weight management and metabolic management intervention"", ""keywords"": ""Success, Failure, Unexpected findings, Research roadmap, Project plan, Review, Last 5 years""}"
topic和keywords,双相情感障碍指南,双相情感障碍,指南,双相情感障碍,指南,"{""data"": {""result"": ""{\""topics\"":\""双相情感障碍\"",\""keywords\"":\""指南\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bd681744e03f40bd9eb2b1c84222993e"", ""object"": ""chat.completion"", ""created"": 1781077990, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""双相情感障碍\"",\""keywords\"":\""指南\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 80, ""completion_tokens"": 12, ""total_tokens"": 92}}}","{""topics"": ""双相情感障碍"", ""keywords"": ""指南""}"
topic和keywords,是否有荟萃分析，说明黑色素瘤脑转移的主流治疗方式是靶向联合免疫治疗？,黑色素瘤,荟萃分析；脑转移；治疗,黑色素瘤脑转移,"荟萃分析, 主流治疗方式, 靶向联合免疫治疗","{""data"": {""result"": ""{\""topics\"":\""黑色素瘤脑转移\"",\""keywords\"":\""荟萃分析, 主流治疗方式, 靶向联合免疫治疗\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9c6f9d731ce047b6920f8f54b87a0a51"", ""object"": ""chat.completion"", ""created"": 1781077991, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""黑色素瘤脑转移\"",\""keywords\"":\""荟萃分析, 主流治疗方式, 靶向联合免疫治疗\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 24, ""total_tokens"": 116}}}","{""topics"": ""黑色素瘤脑转移"", ""keywords"": ""荟萃分析, 主流治疗方式, 靶向联合免疫治疗""}"
topic和keywords,结核病的一线治疗指南是什么？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9f088b96fd6a48979fe3c98d42383af1"", ""object"": ""chat.completion"", ""created"": 1781077991, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 6, ""total_tokens"": 87}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,黄斑变性动物模型制作方法的研究进展如何？,,,黄斑变性,"动物模型, 制作方法, 研究进展","{""data"": {""result"": ""{\""topics\"":\""黄斑变性\"",\""keywords\"":\""动物模型, 制作方法, 研究进展\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e8ed0fdd9005466b87dbdc706647658a"", ""object"": ""chat.completion"", ""created"": 1781077991, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""黄斑变性\"",\""keywords\"":\""动物模型, 制作方法, 研究进展\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 19, ""total_tokens"": 104}}}","{""topics"": ""黄斑变性"", ""keywords"": ""动物模型, 制作方法, 研究进展""}"
topic和keywords,妊娠剧吐（Hyperemesis gravidarum）终止妊娠的临床指征及其循证医学证据,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-57a53637ba9849659dc6c0e605e4a9c2"", ""object"": ""chat.completion"", ""created"": 1781077991, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 6, ""total_tokens"": 102}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,结缔组织生长因子（CTGF）与粒细胞-巨噬细胞集落刺激因子（GM-CSF）在肿瘤微环境中协同调控肿瘤进展、免疫抑制及治疗耐药的病理生理机制及临床证据研究,,,结缔组织生长因子（CTGF）,"粒细胞-巨噬细胞集落刺激因子（GM-CSF）, 肿瘤微环境, 协同调控, 肿瘤进展, 免疫抑制, 治疗耐药, 病理生理机制, 临床证据","{""data"": {""result"": ""{\""topics\"":\""结缔组织生长因子（CTGF）\"",\""keywords\"":\""粒细胞-巨噬细胞集落刺激因子（GM-CSF）, 肿瘤微环境, 协同调控, 肿瘤进展, 免疫抑制, 治疗耐药, 病理生理机制, 临床证据\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a640ac4a44324815a174ea0c015a1dc4"", ""object"": ""chat.completion"", ""created"": 1781077993, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""结缔组织生长因子（CTGF）\"",\""keywords\"":\""粒细胞-巨噬细胞集落刺激因子（GM-CSF）, 肿瘤微环境, 协同调控, 肿瘤进展, 免疫抑制, 治疗耐药, 病理生理机制, 临床证据\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 121, ""completion_tokens"": 60, ""total_tokens"": 181}}}","{""topics"": ""结缔组织生长因子（CTGF）"", ""keywords"": ""粒细胞-巨噬细胞集落刺激因子（GM-CSF）, 肿瘤微环境, 协同调控, 肿瘤进展, 免疫抑制, 治疗耐药, 病理生理机制, 临床证据""}"
topic和keywords,CD11c流式细胞术用的什么抗体,CD11c流式细胞术,抗体,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cd6435f0c28546d19eba636e30cff564"", ""object"": ""chat.completion"", ""created"": 1781077993, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 6, ""total_tokens"": 92}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,维生素缺乏脑病与中枢性尿崩症之间存在何种关联？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a0bbc5305c0f4bc48da704f52f14889e"", ""object"": ""chat.completion"", ""created"": 1781077993, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 6, ""total_tokens"": 95}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,"A systematic review supporting the Society for Vascular Surgery, the American Venous Forum, and the American Vein and Lymphatic Society guidelines on the management of varicose veins",varicose veins,systematic review,"Vascular surgery, Venous management, Varicose veins","Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society, Guidelines, Systematic review","{""data"": {""result"": ""{\""topics\"":\""Vascular surgery, Venous management, Varicose veins\"",\""keywords\"":\""Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society, Guidelines, Systematic review\""}""}, ""raw_openai"": {""id"": ""chatcmpl-65e6ecf2d03c4e759d86949f9751785e"", ""object"": ""chat.completion"", ""created"": 1781077995, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Vascular surgery, Venous management, Varicose veins\"",\""keywords\"":\""Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society, Guidelines, Systematic review\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 45, ""total_tokens"": 156}}}","{""topics"": ""Vascular surgery, Venous management, Varicose veins"", ""keywords"": ""Society for Vascular Surgery, American Venous Forum, American Vein and Lymphatic Society, Guidelines, Systematic review""}"
topic和keywords,针灸治疗抑郁症合并肥胖的取穴规律是什么？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-02a7fe599ab94debaaed822363deb832"", ""object"": ""chat.completion"", ""created"": 1781077995, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 6, ""total_tokens"": 92}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,体育运动在大鼠中对结直肠癌细胞耐药性的影响,结直肠癌,体育运动；大鼠；耐药,结直肠癌,"耐药性, 大鼠模型, 体育运动, 肠道细胞","{""data"": {""result"": ""{\""topics\"":\""结直肠癌\"",\""keywords\"":\""耐药性, 大鼠模型, 体育运动, 肠道细胞\""}""}, ""raw_openai"": {""id"": ""chatcmpl-334ad67dc404484fade09428a497f44e"", ""object"": ""chat.completion"", ""created"": 1781077995, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""结直肠癌\"",\""keywords\"":\""耐药性, 大鼠模型, 体育运动, 肠道细胞\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 23, ""total_tokens"": 108}}}","{""topics"": ""结直肠癌"", ""keywords"": ""耐药性, 大鼠模型, 体育运动, 肠道细胞""}"
topic和keywords,帮我归纳k药的keynote139研究,k药,keynote139,K药 (K-药)," keynote139, 研究, 药物机制, 作用靶点, 临床转化","{""data"": {""result"": ""{\""topics\"":\""K药 (K-药)\"",\""keywords\"":\"" keynote139, 研究, 药物机制, 作用靶点, 临床转化\""}""}, ""raw_openai"": {""id"": ""chatcmpl-84f15f23774c4205a5f0a8c29c1b7781"", ""object"": ""chat.completion"", ""created"": 1781077996, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""K药 (K-药)\"",\""keywords\"":\"" keynote139, 研究, 药物机制, 作用靶点, 临床转化\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 33, ""total_tokens"": 118}}}","{""topics"": ""K药 (K-药)"", ""keywords"": "" keynote139, 研究, 药物机制, 作用靶点, 临床转化""}"
